序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
653,2186,全聚德,中国全聚德(集团)股份有限公司,北京市,西城区,18.61亿,1.51亿,5141,2007-11-20,--,,餐饮,主营业务:餐饮服务及食品加工销售等,餐饮服务及食品加工销售等
654,2187,广百股份,广州市广百股份有限公司,广州市,越秀区,68.90亿,1.53亿,3318,2007-11-22,--,,百货,主营业务:百货零售服务,百货零售服务
655,2188,*ST巴士,巴士在线股份有限公司,嘉兴市,嘉善县,5.91亿,-20.33亿,657,2007-11-22,--,,网络媒体,主营业务:微型受话器、扬声器的销售和生产,微型受话器、扬声器的销售和生产
656,2189,利达光电,利达光电股份有限公司,南阳市,卧龙区,16.63亿,4604.13万,1783,2007-12-03,--,,光学元件,主营业务:精密光学元组件、光学辅料、光敏电阻等光电产品的研发、设计、生产、销售,精密光学元组件、光学辅料、光敏电阻等光电产品的研发、设计、生产、销售
657,2190,成飞集成,四川成飞集成科技股份有限公司,成都市,武侯区,19.43亿,-2.57亿,3497,2007-12-03,--,,其他电气设备,主营业务:主要从事汽车模具、汽车车身零部件、锂离子动力电池等产品的研发、生产、销售业务。,主要从事汽车模具、汽车车身零部件、锂离子动力电池等产品的研发、生产、销售业务。
658,2191,劲嘉股份,深圳劲嘉集团股份有限公司,深圳市,南山区,29.45亿,6.73亿,4103,2007-12-05,--,,包装印刷,主营业务:高端包装印刷品和包装材料的研究生产,高端包装印刷品和包装材料的研究生产
659,2192,融捷股份,融捷股份有限公司,广州市,天河区,2.79亿,4486.50万,470,2007-12-05,--,,电池,主营业务:锂矿采选行业、精密设备行业、锂电池系统行业、智能电子书包行业,锂矿采选行业、精密设备行业、锂电池系统行业、智能电子书包行业
660,2193,如意集团,山东如意毛纺服装集团股份有限公司,济宁市,任城区,11.93亿,8336.64万,4160,2007-12-07,--,,毛纺,主营业务:主要从事精纺呢绒面料的设计、生产与销售业务,主要从事精纺呢绒面料的设计、生产与销售业务
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
661,2194,*ST凡谷,武汉凡谷电子技术股份有限公司,武汉市,洪山区,14.25亿,-5.14亿,4671,2007-12-07,--,,通信传输设备,主营业务:移动通信天馈系统射频子系统及器件研发和生产,移动通信天馈系统射频子系统及器件研发和生产
662,2195,二三四五,上海二三四五网络控股集团股份有限公司,上海市,徐汇区,32.00亿,9.53亿,847,2007-12-12,--,,其他非银行金融,主营业务:（1）互联网信息服务；（2）互联网金融服务。,（1）互联网信息服务；（2）互联网金融服务。
663,2196,方正电机,浙江方正电机股份有限公司,丽水市,莲都区,13.18亿,1.32亿,2243,2007-12-12,--,,电机,主营业务:电机、缝纫机的制造、销售,电机、缝纫机的制造、销售
664,2197,证通电子,深圳市证通电子股份有限公司,深圳市,南山区,16.83亿,2941.76万,2028,2007-12-18,--,,金融设备,主营业务:金融电子支付设备业务；IDC业务；社区O2O金融服务业务；LED照明电子业务。,金融电子支付设备业务；IDC业务；社区O2O金融服务业务；LED照明电子业务。
665,2198,嘉应制药,广东嘉应制药股份有限公司,梅州市,梅州市,4.68亿,-2.15亿,1122,2007-12-18,--,,中药生产,主营业务:中成药的研发、生产和销售,中成药的研发、生产和销售
666,2199,东晶电子,浙江东晶电子股份有限公司,金华市,婺城区,2.32亿,149.00万,651,2007-12-21,--,,电子元件,主营业务:石英晶体元器件的研发、设计、生产和销售,石英晶体元器件的研发、设计、生产和销售
667,2200,云投生态,云南云投生态环境科技股份有限公司,昆明市,官渡区,6.75亿,-4.34亿,482,2007-12-21,--,,园林工程,"主营业务:绿化苗木种植及销售,绿化工程设计及施工。","绿化苗木种植及销售,绿化工程设计及施工。"
668,2201,九鼎新材,江苏九鼎新材料股份有限公司,南通市,如皋市,9.94亿,-360.04万,2001,2007-12-26,--,,玻纤,主营业务:玻璃纤维深加工制品、玻璃纤维复合材料以及高性能玻璃纤维、高性能玻璃纤维增强基材的制造和销售。,玻璃纤维深加工制品、玻璃纤维复合材料以及高性能玻璃纤维、高性能玻璃纤维增强基材的制造和销售。
669,2202,金风科技,新疆金风科技股份有限公司,乌鲁木齐市,新市区,251.29亿,31.49亿,8373,2007-12-26,--,,风能,主营业务:风力发电机组研发、制造及销售，风电服务及风电场投资、开发及销售业务,风力发电机组研发、制造及销售，风电服务及风电场投资、开发及销售业务
670,2203,海亮股份,浙江海亮股份有限公司,绍兴市,诸暨市,299.13亿,7.20亿,6330,2008-01-16,--,,铜,主营业务:铜管、铜棒、铜管接件、铜铝复合导体、铝型材等产品的研发、生产制造和销售。,铜管、铜棒、铜管接件、铜铝复合导体、铝型材等产品的研发、生产制造和销售。
671,2204,大连重工,大连华锐重工集团股份有限公司,大连市,西岗区,64.34亿,1867.88万,5630,2008-01-16,--,,基础件,主营业务:生产及销售不同品种及规格的冶金设备、散料装卸及港口机械、风电核心零部件及核电设备和起重机产品、数控产品、船用曲轴产品及上述产品的安装与调试。,生产及销售不同品种及规格的冶金设备、散料装卸及港口机械、风电核心零部件及核电设备和起重机产品、数控产品、船用曲轴产品及上述产品的安装与调试。
672,2205,国统股份,新疆国统管道股份有限公司,乌鲁木齐市,米东区,7.89亿,1763.06万,1147,2008-01-23,--,,管材,主营业务:预应力钢筒混凝土管(PCCP)、各种输水管道及其异型管件和配件、地铁盾构环片等水泥制品的制造、运输及相关的技术开发和咨询服务，城市市政基础设施、城市综合管廊、海绵城市等项目的投资、建设、运营。,预应力钢筒混凝土管(PCCP)、各种输水管道及其异型管件和配件、地铁盾构环片等水泥制品的制造、运输及相关的技术开发和咨询服务，城市市政基础设施、城市综合管廊、海绵城市等项目的投资、建设、运营。
673,2206,海利得,浙江海利得新材料股份有限公司,嘉兴市,海宁市,31.86亿,3.15亿,2406,2008-01-23,--,,涤纶,主营业务:从事涤纶工业长丝、灯箱广告材料、帘子布的研发、生产和销售,从事涤纶工业长丝、灯箱广告材料、帘子布的研发、生产和销售
674,2207,ST准油,新疆准东石油技术股份有限公司,克拉玛依市,克拉玛依市,2.06亿,989.16万,751,2008-01-28,--,,油田服务,主营业务:石油技术服务、建筑安装、运输服务和化工产品销售,石油技术服务、建筑安装、运输服务和化工产品销售
675,2208,合肥城建,合肥城建发展股份有限公司,合肥市,庐阳区,27.52亿,1.66亿,208,2008-01-28,--,,房地产开发,主营业务:房地产开发,房地产开发
676,2209,达意隆,广州达意隆包装机械股份有限公司,广州市,黄埔区,9.62亿,2017.82万,1500,2008-01-30,--,,印刷包装设备,主营业务:从事液体包装机械的研发、生产和销售。,从事液体包装机械的研发、生产和销售。
677,2210,飞马国际,深圳市飞马国际供应链股份有限公司,深圳市,福田区,613.84亿,3.18亿,760,2008-01-30,--,,物流,主营业务:供应链管理服务(主要是综合物流服务、贸易执行服务)以及物流园经营服务,供应链管理服务(主要是综合物流服务、贸易执行服务)以及物流园经营服务
678,2211,宏达新材,江苏宏达新材料股份有限公司,镇江市,扬中市,9.45亿,2402.54万,426,2008-02-01,--,,其他化学制品,主营业务:高温硅橡胶系列产品的研究、生产和销售,高温硅橡胶系列产品的研究、生产和销售
679,2212,南洋股份,南洋天融信科技集团股份有限公司,汕头市,龙湖区,51.33亿,4.26亿,3736,2008-02-01,--,,电线电缆,主营业务:主要从事电力电缆、电气装备用电线电缆的研发、生产和销售。,主要从事电力电缆、电气装备用电线电缆的研发、生产和销售。
680,2213,特尔佳,深圳市特尔佳科技股份有限公司,深圳市,南山区,1.18亿,1012.77万,200,2008-02-01,--,,汽车零部件,主营业务:电涡流缓速器件的研发、制造和销售,电涡流缓速器件的研发、制造和销售
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
681,2214,大立科技,浙江大立科技股份有限公司,杭州市,滨江区,3.02亿,3001.48万,565,2008-02-18,--,,电子零部件,主营业务:非制冷焦平面探测器、红外热像仪、红外热成像系统的研发、生产和销售。,非制冷焦平面探测器、红外热像仪、红外热成像系统的研发、生产和销售。
682,2215,诺普信,深圳诺普信农化股份有限公司,深圳市,宝安区,28.22亿,3.20亿,3217,2008-02-18,--,,农药,主营业务:农业生物高新技术产品的研发、生产和销售,农业生物高新技术产品的研发、生产和销售
683,2216,三全食品,三全食品股份有限公司,郑州市,惠济区,52.56亿,7210.32万,6657,2008-02-20,--,,冷冻食品,主营业务:从事速冻食品的加工和销售。,从事速冻食品的加工和销售。
684,2217,合力泰,合力泰科技股份有限公司,淄博市,沂源县,151.11亿,11.66亿,29277,2008-02-20,--,,显示器件,主营业务:触屏显示业务和化工业务,触屏显示业务和化工业务
685,2218,拓日新能,深圳市拓日新能源科技股份有限公司,深圳市,南山区,15.15亿,1.63亿,1630,2008-02-28,--,,电池,主营业务:研发、生产及销售太阳电池芯片、组件、太阳能应用产品、太阳能发电系统、太阳能集热板及热水器系统。,研发、生产及销售太阳电池芯片、组件、太阳能应用产品、太阳能发电系统、太阳能集热板及热水器系统。
686,2219,恒康医疗,恒康医疗集团股份有限公司,陇南市,康县,33.99亿,2.23亿,8757,2008-03-06,--,,医疗服务,主营业务:主要从事药品生产,主要从事药品生产
687,2220,天宝食品,大连天宝绿色食品股份有限公司,大连市,金州区,14.65亿,1.34亿,1796,2008-02-28,--,,水产品加工,主营业务:水产品加工、农产品加工、冰淇淋制造、药品销售和仓储。,水产品加工、农产品加工、冰淇淋制造、药品销售和仓储。
688,2221,东华能源,东华能源股份有限公司,苏州市,张家港市,326.78亿,10.83亿,1430,2008-03-06,--,,石油加工,主营业务:生产、销售液化气并提供相关售后服务。,生产、销售液化气并提供相关售后服务。
689,2222,福晶科技,福建福晶科技股份有限公司,福州市,鼓楼区,4.54亿,1.41亿,1042,2008-03-19,--,,电子元件,主营业务:光学晶体、晶体材料、激光器件的制造及其技术咨询、技术服务。,光学晶体、晶体材料、激光器件的制造及其技术咨询、技术服务。
690,2223,鱼跃医疗,江苏鱼跃医疗设备股份有限公司,镇江市,丹阳市,35.42亿,6.28亿,4857,2008-04-18,--,,医疗器械,主营业务:医疗器械和保健用品的生产和销售。,医疗器械和保健用品的生产和销售。
691,2224,三力士,三力士股份有限公司,绍兴市,柯桥区,9.02亿,1.60亿,1258,2008-04-25,--,,其他橡胶制品,主营业务:主要生产销售各类橡胶V带，包括包布V带、切割V带、输送带、联组带、农机带、汽车带等各类产品。,主要生产销售各类橡胶V带，包括包布V带、切割V带、输送带、联组带、农机带、汽车带等各类产品。
692,2225,濮耐股份,濮阳濮耐高温材料(集团)股份有限公司,濮阳市,濮阳县,28.15亿,3129.06万,4021,2008-04-25,--,,耐火材料,主营业务:主要从事研制、生产和销售定型、不定形耐火材料，功能耐火材料及配套机构，并承担各种热工设备用耐火材料设计、安装、施工服务等整体承包业务。,主要从事研制、生产和销售定型、不定形耐火材料，功能耐火材料及配套机构，并承担各种热工设备用耐火材料设计、安装、施工服务等整体承包业务。
